timestamp,username,role,event,detail,ip
2026-06-12 03:45:53,Div-dev,admin,PAGE_VIEW,Executive Dashboard,localhost
2026-06-12 03:45:53,Div-dev,admin,PAGE_VIEW,Executive Dashboard,localhost
2026-06-12 03:57:11,Div-dev,admin,USER_CREATED,created user: testuser_pytest (role=user),localhost
2026-06-12 03:57:11,Div-dev,admin,USER_DELETED,deleted user: testuser_pytest,localhost
2026-06-12 03:57:24,Div-dev,admin,USER_CREATED,created user: testuser_pytest (role=user),localhost
2026-06-12 03:57:25,Div-dev,admin,USER_DELETED,deleted user: testuser_pytest,localhost
2026-06-12 04:11:22,Div-dev,admin,LOGIN_SUCCESS,,localhost
2026-06-12 04:11:22,Div-dev,admin,PAGE_VIEW,Executive Dashboard,localhost
2026-06-12 04:11:24,Div-dev,admin,PAGE_VIEW,Churn Predictor,localhost
2026-06-12 04:11:25,Div-dev,admin,PAGE_VIEW,At-Risk Customers,localhost
2026-06-12 04:11:26,Div-dev,admin,PAGE_VIEW,Model Performance,localhost
2026-06-12 04:11:54,Div-dev,admin,PAGE_VIEW,Executive Dashboard,localhost
2026-06-12 04:42:21,Div-dev,admin,LOGIN_SUCCESS,,localhost
2026-06-12 04:42:21,Div-dev,admin,PAGE_VIEW,Executive Dashboard,localhost
2026-06-12 04:51:56,Div-dev,admin,LOGIN_SUCCESS,,localhost
2026-06-12 04:51:56,Div-dev,admin,PAGE_VIEW,Executive Dashboard,localhost
